Month,Birthplace,Delivery,Fetalpresentation,Bin_Five_min_APGAR_score_code,Average_Age_Mother_years,Average_Birth_Weight_grams,Average_Prenatal_Visits,Average_OE_Gestational_Age_weeks,Average_Pre-pregnancy_BMI,Births
October,Hospital,Vaginal,Cephalic,1,27.64,3023.77,10.78,37.29,27.14,3249
October,Hospital,Vaginal,Cephalic,1,27.71,3105.73,10.91,37.69,26.97,9091
October,Hospital,Vaginal,Cephalic,1,27.92,3245.54,11.1,38.38,26.64,56674
October,Hospital,Vaginal,Cephalic,1,28.35,3304.27,11.33,38.81,26.22,542294
October,Hospital,Vaginal,Cephalic,1,27.8,3308.34,11.32,38.81,26.15,11662
October,Hospital,Vaginal,Breech,0,27.34,679.96,3.96,23.24,29.62,29
October,Hospital,Vaginal,Breech,0,28.86,604.21,5.03,22.22,29.49,229
October,Hospital,Vaginal,Breech,0,28.15,933.52,6.49,24.49,27.49,88
October,Hospital,Vaginal,Breech,0,28.12,932.1,5.78,25.47,30.18,51
October,Hospital,Vaginal,Breech,0,28.05,1283.87,6.28,27.89,27.9,39
October,Hospital,Vaginal,Breech,1,28.28,1691.21,8.08,30.62,30.77,39
October,Hospital,Vaginal,Breech,1,28.24,1641.67,9.15,30.55,28.07,49
October,Hospital,Vaginal,Breech,1,28.47,2158.48,8.56,33.39,27.15,107
October,Hospital,Vaginal,Breech,1,29.72,2596.46,10.41,35.95,26.61,279
October,Hospital,Vaginal,Breech,1,29.38,2920.68,11.19,37.55,26.24,1165
October,Hospital,Vaginal,Breech,1,29.15,2926.15,9.83,37.38,22.82,13
October,Hospital,Vaginal,Other,0,26,1237.5,6.33,26.5,20.93,4
October,Hospital,Vaginal,Other,0,26.53,650.9,4.79,22.09,29.61,38
October,Hospital,Vaginal,Other,0,28.1,1802.62,8,28.2,26.61,10
October,Hospital,Vaginal,Other,0,29.4,1162.67,6,27.1,27.29,10
October,Hospital,Vaginal,Other,0,28.85,2919.54,8.17,37.31,30.02,13
October,Hospital,Vaginal,Other,1,28.44,2827.06,9.62,36.94,26.55,16
October,Hospital,Vaginal,Other,1,28.5,2926.64,9.48,35.45,27.53,22
October,Hospital,Vaginal,Other,1,27.61,3094.26,10.54,37.23,26.75,74
October,Hospital,Vaginal,Other,1,27.74,3240.75,10.75,38.34,26.94,451
October,Hospital,Vaginal,Other,1,27.95,3297.69,11.12,38.8,26.06,3081
October,Hospital,Vaginal,Other,1,27.41,3267.18,10.89,38.41,24.99,56
October,Hospital,Vaginal,Cephalic,0,29.64,1529.1,6,26.15,29.37,14
October,Hospital,Vaginal,Cephalic,0,29.9,789.92,5.14,23.56,29.59,71
October,Hospital,Vaginal,Cephalic,0,30.57,1922.7,6.79,29.42,30.23,44
October,Hospital,Vaginal,Cephalic,0,31,2050.86,7.94,30.74,28.63,38
October,Hospital,Vaginal,Cephalic,0,30.79,2236.97,8.74,33.04,27.18,29
October,Hospital,Vaginal,Cephalic,1,29.74,2727.66,10.11,35.62,28.06,68
October,Hospital,Vaginal,Cephalic,1,30.81,2990.69,10.56,36.64,28.07,121
October,Hospital,Vaginal,Cephalic,1,30.58,2952.55,10.33,36.78,27.76,282
October,Hospital,Vaginal,Cephalic,1,30.7,3221.59,10.6,38,27.55,1713
October,Hospital,Vaginal,Cephalic,1,30.78,3319.35,10.95,38.68,27.03,16080
October,Hospital,Vaginal,Cephalic,1,30.15,3331.82,10.77,38.78,27.21,291
October,Hospital,Vaginal,Breech,0,28.14,720.6,5.17,23,26.98,7
October,Hospital,Vaginal,Breech,0,31.84,542.96,4.7,20.71,28.54,31
October,Hospital,Vaginal,Breech,0,34.11,603.22,5,23.56,28.25,9
October,Hospital,Vaginal,Breech,0,32.75,1078,5.5,27.25,24.7,4
October,Hospital,Vaginal,Breech,0,29.5,978.5,3,25.5,29.7,2
October,Hospital,Vaginal,Breech,1,30,1961.67,16,31.67,25.75,3
October,Hospital,Vaginal,Breech,1,29.4,2468.8,10.4,35.2,33.32,5
October,Hospital,Vaginal,Breech,1,31.45,1543.27,6.11,29.82,28.96,11
October,Hospital,Vaginal,Breech,1,31.15,2523.46,9.67,35.73,30.2,26
October,Hospital,Vaginal,Breech,1,30.31,2801.39,9.75,36.96,27.7,51
October,Hospital,Vaginal,Other,0,21,318,0,21,29.2,1
October,Hospital,Vaginal,Other,0,32,451,2,20.6,28.65,5
October,Hospital,Vaginal,Other,1,33.5,3531.5,11,37.5,28.9,2
October,Hospital,Vaginal,Other,1,30,3075.28,9.53,37.89,26.04,18
October,Hospital,Vaginal,Other,1,30.8,3315.26,10.31,38.65,27.24,117
October,Hospital,Vaginal,Other,1,30.25,3633,13.75,39.5,24.62,4
October,Hospital,Csection,Cephalic,0,27.56,2522.84,9.27,35.33,27.6,110
October,Hospital,Csection,Cephalic,0,28.17,2288.78,9.47,33.71,28.75,433
October,Hospital,Csection,Cephalic,0,27.66,2517.05,10.1,34.91,28.65,454
October,Hospital,Csection,Cephalic,0,28.36,2556.2,10.04,35.3,28.7,543
October,Hospital,Csection,Cephalic,0,28.69,2627.83,10.26,35.63,28.85,762
October,Hospital,Csection,Cephalic,1,28.54,2591.29,10.38,35.32,28.97,1142
October,Hospital,Csection,Cephalic,1,28.6,2598.99,10.53,35.52,29.05,2065
October,Hospital,Csection,Cephalic,1,28.88,2727.49,10.74,36.07,29.09,4626
October,Hospital,Csection,Cephalic,1,28.92,3015.93,11.33,37.31,28.96,19033
October,Hospital,Csection,Cephalic,1,29.28,3282.27,11.85,38.52,28.36,116437
October,Hospital,Csection,Cephalic,1,28.34,3384.57,12.12,38.8,28.63,2177
October,Hospital,Csection,Breech,0,31.44,1306.5,5.24,28.28,26.88,18
October,Hospital,Csection,Breech,0,27.4,1317.71,6.84,28.65,28.97,128
October,Hospital,Csection,Breech,0,28.5,1336.24,6.9,28.7,28.72,123
October,Hospital,Csection,Breech,0,29.18,1627.9,7.99,30.19,28.42,168
October,Hospital,Csection,Breech,0,29.13,1730.07,8.26,30.63,29.02,215
October,Hospital,Csection,Breech,1,29.14,1703.69,8.57,30.99,28.35,337
October,Hospital,Csection,Breech,1,28.67,1784.07,8.68,31.29,28.89,569
October,Hospital,Csection,Breech,1,29.81,1984.32,9.48,32.5,28.67,1194
October,Hospital,Csection,Breech,1,29.87,2529.98,10.64,35.21,28.21,4311
October,Hospital,Csection,Breech,1,30.1,3000.39,11.62,37.51,27.03,21630
October,Hospital,Csection,Breech,1,29.58,3116.85,11.95,37.94,27.04,378
October,Hospital,Csection,Other,0,28.46,1977.09,9.45,32.12,31.15,24
October,Hospital,Csection,Other,0,27.18,2270.14,8.2,33.32,29.12,22
October,Hospital,Csection,Other,0,27.15,1742.6,7.37,30.35,27.95,20
October,Hospital,Csection,Other,0,27.77,2015.97,8.15,31.97,30.6,30
October,Hospital,Csection,Other,1,30.92,1767.52,7.47,30.83,28.89,48
October,Hospital,Csection,Other,1,30.54,2230.96,9.91,33.7,29.38,71
October,Hospital,Csection,Other,1,28.95,2523.69,10.06,34.96,28.41,207
October,Hospital,Csection,Other,1,29.92,2733.6,10.96,36.07,29.02,600
October,Hospital,Csection,Other,1,29.68,3146.24,11.54,37.94,28.52,2814
October,Hospital,Csection,Other,1,28.57,3381.46,12.56,38.88,29.17,69
October,Hospital,Csection,Cephalic,0,31.7,2829.15,12.07,35,27.82,27
October,Hospital,Csection,Cephalic,0,29.93,2111.98,8.7,32.39,30.3,118
October,Hospital,Csection,Cephalic,0,30.8,2410.67,9.09,34.13,30.44,142
October,Hospital,Csection,Cephalic,0,30.73,2788.21,10.7,35.63,31.32,171
October,Hospital,Csection,Cephalic,0,30.4,2613.72,9.4,34.97,30.4,261
October,Hospital,Csection,Cephalic,1,30.84,2701.71,10.18,35.35,30.68,413
October,Hospital,Csection,Cephalic,1,31.02,2787.01,10.28,35.64,30.42,841
October,Hospital,Csection,Cephalic,1,30.95,2934.75,10.7,36.27,31.04,2182
October,Hospital,Csection,Cephalic,1,30.78,3199.73,10.98,37.59,29.98,13025
October,Hospital,Csection,Cephalic,1,31.01,3341.16,11.33,38.39,29.08,103321
October,Hospital,Csection,Cephalic,1,30.56,3403.4,11.54,38.64,29.15,2632
October,Hospital,Csection,Breech,0,29.67,1251.67,12,28.33,28.55,3
October,Hospital,Csection,Breech,0,30.39,1144.65,6,27.71,28.01,31
October,Hospital,Csection,Breech,0,30.44,1841.93,7.68,31.33,31.32,27
October,Hospital,Csection,Breech,0,30.83,1745.5,8.33,30.37,28.81,30
October,Hospital,Csection,Breech,0,30.65,1767.73,7.75,31.05,30.77,63
October,Hospital,Csection,Breech,1,32.67,1847.38,8.85,31.42,29.82,84
October,Hospital,Csection,Breech,1,31.43,2055.29,9.23,32.13,30.32,154
October,Hospital,Csection,Breech,1,31.69,2228.13,10.05,33.34,31.66,340
October,Hospital,Csection,Breech,1,31.95,2647.38,10.74,35.29,30.66,1058
October,Hospital,Csection,Breech,1,32.16,3067.56,11.59,37.39,29.41,5026
October,Hospital,Csection,Breech,1,31.84,3112.05,11.92,37.73,28.96,92
October,Hospital,Csection,Other,0,36.5,1812,8.5,31,28.5,2
October,Hospital,Csection,Other,0,31.38,1786.88,8.57,31.25,24.94,8
October,Hospital,Csection,Other,0,30.75,1407.5,8.12,27.62,29.21,8
October,Hospital,Csection,Other,0,34.14,1569.86,4.33,30.43,29.62,7
October,Hospital,Csection,Other,0,32.89,2260.5,8.57,33.89,32.51,9
October,Hospital,Csection,Other,1,29.94,2434.75,10.5,35,26.64,16
October,Hospital,Csection,Other,1,30.79,2311.7,10.34,33.09,30.25,33
October,Hospital,Csection,Other,1,32.55,2776.65,10.36,35.25,32.32,65
October,Hospital,Csection,Other,1,30.44,3013.53,10.98,36.9,30.52,258
October,Hospital,Csection,Other,1,30.6,3257.8,11.42,38.06,29.85,1745
October,Hospital,Csection,Other,1,31.65,3340.27,12.35,38.4,28.08,48
October,Hospital,Vaginal,Cephalic,0,29.67,710,5,30,21.23,3
October,Hospital,Vaginal,Cephalic,0,28.5,2367.5,14,33.5,25.8,2
October,Hospital,Vaginal,Cephalic,0,29,3224,7.67,37.67,21.03,3
October,Hospital,Vaginal,Cephalic,1,36.5,1968.5,7,30,34.6,2
October,Hospital,Vaginal,Cephalic,1,25.5,2738.5,2.25,36.25,25.6,4
October,Hospital,Vaginal,Cephalic,1,26.14,2787,4.43,35.86,25.11,7
October,Hospital,Vaginal,Cephalic,1,28.13,3120.26,6.78,37.9,26.12,61
October,Hospital,Vaginal,Cephalic,1,27.97,3227.83,8.83,38.55,26.13,368
October,Hospital,Vaginal,Cephalic,1,28.6,3288.1,8.22,38.3,29.51,10
October,Hospital,Vaginal,Breech,0,27,770,2,27,18.6,1
October,Hospital,Vaginal,Breech,1,33.5,3071.17,12.5,40.17,26.18,6
October,Hospital,Vaginal,Other,1,27,2990,9,37,29.3,1
October,Hospital,Csection,Cephalic,1,23.5,2140,12,33,37.05,2
October,Hospital,Csection,Cephalic,1,24.25,2825.75,6.75,37,32.92,4
October,Hospital,Csection,Cephalic,1,28.29,2983.88,12.2,36.76,28.26,17
October,Hospital,Csection,Cephalic,1,28.34,3255.4,10.69,38.57,26.84,82
October,Hospital,Csection,Breech,1,32.5,1981.5,0,31.5,37.6,2
October,Hospital,Csection,Breech,1,31.5,2549.33,13,34.8,31.04,6
October,Hospital,Csection,Breech,1,30.19,2958.5,6.5,36.94,28.1,16
October,Hospital,Csection,Other,1,24,3370,0,39,33.3,1
October,Hospital,Csection,Other,1,38.5,2620,10,35.5,33.7,2
October,Freestanding_Birth_Center,Vaginal,Cephalic,0,29,2863,8,40,29.6,1
October,Freestanding_Birth_Center,Vaginal,Cephalic,0,28.5,4238.5,11,39,21.5,2
October,Freestanding_Birth_Center,Vaginal,Cephalic,0,28,3470,14,40,22.1,1
October,Freestanding_Birth_Center,Vaginal,Cephalic,0,31,3428.12,10.5,38.62,26.34,8
October,Freestanding_Birth_Center,Vaginal,Cephalic,0,30.75,3449.25,10.75,39.25,25.02,8
October,Freestanding_Birth_Center,Vaginal,Cephalic,1,29.46,3614.77,11.08,40,23.95,13
October,Freestanding_Birth_Center,Vaginal,Cephalic,1,29.96,3412.36,11.4,39.28,24.98,25
October,Freestanding_Birth_Center,Vaginal,Cephalic,1,29.77,3583.09,10.52,39.55,24.9,86
October,Freestanding_Birth_Center,Vaginal,Cephalic,1,30.43,3615.7,11.1,39.69,25,430
October,Freestanding_Birth_Center,Vaginal,Cephalic,1,30.04,3545.66,11.36,39.64,24.16,3170
October,Freestanding_Birth_Center,Vaginal,Cephalic,1,29.63,3522.54,10.86,39.64,24.41,1214
October,Freestanding_Birth_Center,Vaginal,Breech,0,36,3433,5,40,30.8,1
October,Freestanding_Birth_Center,Vaginal,Breech,1,32,3464,11.33,39,22.53,3
October,Freestanding_Birth_Center,Vaginal,Breech,1,28.82,3220.36,10.36,39,26.05,11
October,Freestanding_Birth_Center,Vaginal,Breech,1,33,2771,12.5,37,29.35,2
October,Freestanding_Birth_Center,Vaginal,Other,1,24,3459,14,39,25.8,1
October,Freestanding_Birth_Center,Vaginal,Other,1,29.38,3500.12,10.88,39.62,28.59,8
October,Freestanding_Birth_Center,Vaginal,Other,1,35,3705.5,14.5,40,23.75,2
October,Freestanding_Birth_Center,Vaginal,Cephalic,0,26,2948,12,40,24.4,1
October,Freestanding_Birth_Center,Vaginal,Cephalic,1,23,3402,3,39,28.3,1
October,Freestanding_Birth_Center,Vaginal,Cephalic,1,29,3487,7,40,23,1
October,Freestanding_Birth_Center,Vaginal,Cephalic,1,32.5,3175.5,1,37,24.45,2
October,Freestanding_Birth_Center,Vaginal,Cephalic,1,33.73,3546.82,12.45,39.64,24.58,11
October,Freestanding_Birth_Center,Vaginal,Cephalic,1,31.41,3544.71,9.71,39.76,24.91,41
October,Freestanding_Birth_Center,Vaginal,Cephalic,1,30.75,3611.58,9.78,39.62,28.74,24
October,Freestanding_Birth_Center,Vaginal,Breech,1,41,3175,8,38,28.6,1
October,Freestanding_Birth_Center,Csection,Cephalic,1,28,3771,13,39,27.4,1
October,Freestanding_Birth_Center,Csection,Cephalic,1,30.4,3400.8,12.2,39.6,27.86,5
October,Freestanding_Birth_Center,Csection,Breech,1,30,2860,0,39,21.1,1
October,Freestanding_Birth_Center,Csection,Other,1,26,2977,14,39,26.6,1
October,Freestanding_Birth_Center,Csection,Cephalic,1,25,2310,13,38,21.3,1
October,Freestanding_Birth_Center,Csection,Cephalic,1,31.67,3384,7.67,38.67,29.33,3
October,Freestanding_Birth_Center,Csection,Breech,1,26,3147,7,39,25.3,1
October,Freestanding_Birth_Center,Csection,Other,1,32,3629,11,39,31.5,1
October,Freestanding_Birth_Center,Vaginal,Cephalic,1,32.5,3246,9,39,23.7,2
October,Home ,Vaginal,Cephalic,0,24,3997,12,42,26.2,1
October,Home ,Vaginal,Cephalic,0,34.67,3559.33,8.44,38.89,27.35,9
October,Home ,Vaginal,Cephalic,0,24.33,3024,10,39,18.57,3
October,Home ,Vaginal,Cephalic,0,31.5,4252.5,10.5,41.5,28.15,2
October,Home ,Vaginal,Cephalic,0,30.25,3784.83,10.08,39.67,23.25,12
October,Home ,Vaginal,Cephalic,1,29.89,3548.26,8.05,39.53,26.31,38
October,Home ,Vaginal,Cephalic,1,31.12,3415.79,9.35,39.52,24.72,48
October,Home ,Vaginal,Cephalic,1,30.44,3604.37,9.04,39.65,24.81,124
October,Home ,Vaginal,Cephalic,1,30.37,3606.35,9.72,39.64,24.84,522
October,Home ,Vaginal,Cephalic,1,30.46,3604.02,10.2,39.71,24.3,3002
October,Home ,Vaginal,Cephalic,1,30.41,3587.88,9.56,39.78,24.03,2746
October,Home ,Vaginal,Breech,0,30,3629,39,39,20.8,1
October,Home ,Vaginal,Breech,0,34,3884,5,43,19.6,1
October,Home ,Vaginal,Breech,0,31,3260,9,39,19.9,1
October,Home ,Vaginal,Breech,0,22,1928,6,39,25.5,1
October,Home ,Vaginal,Breech,0,29.5,3827,8,40,22.25,2
October,Home ,Vaginal,Breech,1,21,2948,3,39,21.3,1
October,Home ,Vaginal,Breech,1,35.25,3331,10,39.75,26.38,4
October,Home ,Vaginal,Breech,1,23,3062,12,40,30.1,1
October,Home ,Vaginal,Breech,1,33.5,3756.5,8,39.5,23.4,2
October,Home ,Vaginal,Breech,1,31.86,3222.21,9.36,39.21,25.12,14
October,Home ,Vaginal,Breech,1,28.2,2840.7,10.5,39.1,25.7,10
October,Home ,Vaginal,Other,1,26,2962.5,6.75,37.75,21.45,4
October,Home ,Vaginal,Other,1,31.57,3701.57,8.14,39.71,27.07,7
October,Home ,Vaginal,Other,1,32.7,3937.9,9.1,40.2,24.49,10
October,Home ,Vaginal,Cephalic,1,34.6,3594.8,7.6,37.6,24.26,5
October,Home ,Vaginal,Cephalic,1,33.17,3723.33,9.17,39.67,27.6,6
October,Home ,Vaginal,Cephalic,1,30.92,3698.75,8.46,39.21,25.73,24
October,Home ,Vaginal,Cephalic,1,32.01,3663.75,10.28,39.58,27.16,142
October,Home ,Vaginal,Cephalic,1,32.57,3618.69,10.37,39.8,25.65,111
October,Home ,Vaginal,Breech,1,39,3402,7,38,25,1
October,Home ,Vaginal,Breech,1,31,3249,8,41,25.6,1
October,Home ,Vaginal,Breech,1,32,3799,11,39,20.7,1
October,Home ,Vaginal,Cephalic,1,32,4423,7,40,24,1
October,Home ,Vaginal,Cephalic,1,32.12,3488.14,11.33,39.88,25.28,8
October,Home ,Vaginal,Cephalic,1,30.67,3118.33,6.33,39,23.17,3
October,Home ,Vaginal,Cephalic,0,31.07,2972.72,8.36,36.85,24.98,27
October,Home ,Vaginal,Cephalic,0,25.33,599.67,3,23.33,26.47,3
October,Home ,Vaginal,Cephalic,0,26.5,3463.5,13.5,37.5,29.8,2
October,Home ,Vaginal,Cephalic,0,21,3800,0,40,25,1
October,Home ,Vaginal,Cephalic,0,27.8,2177.8,6.5,34,26.25,5
October,Home ,Vaginal,Cephalic,1,29,2917.5,6.75,37.75,24.44,8
October,Home ,Vaginal,Cephalic,1,28.86,2978.14,5.5,36.57,25.97,7
October,Home ,Vaginal,Cephalic,1,26.52,2852.74,6.05,36.78,27.29,23
October,Home ,Vaginal,Cephalic,1,28.33,2913.34,6.27,37.55,25.38,58
October,Home ,Vaginal,Cephalic,1,29.22,3122.26,8.39,38.28,25.3,293
October,Home ,Vaginal,Cephalic,1,29.31,3160.92,8.3,38.55,26.71,106
October,Home ,Vaginal,Breech,0,30,2608.5,10.5,36.5,23.75,2
October,Home ,Vaginal,Breech,1,17,3660,11,39,30,1
October,Home ,Vaginal,Breech,1,22.5,2594,4,32,25.05,2
October,Home ,Vaginal,Other,0,30,281,3,20.5,25.2,2
October,Home ,Vaginal,Other,0,34,685,0,23,21,1
October,Home ,Vaginal,Other,0,34,700,0,23,21,1
October,Home ,Vaginal,Other,1,30,1786,10,31,28.3,1
October,Home ,Vaginal,Other,1,25,3232,3,39,21.9,1
October,Home ,Vaginal,Other,1,28,3175.86,5,38.86,24.48,7
October,Home ,Vaginal,Other,1,29,3795,10,38,24,1
October,Home ,Vaginal,Cephalic,0,32,3161,4.5,37.5,27.65,2
October,Home ,Vaginal,Cephalic,0,26,1115,0,27,27.4,1
October,Home ,Vaginal,Cephalic,1,28.5,2970,2,33.5,25.65,2
October,Home ,Vaginal,Cephalic,1,30.25,3061.75,0,39,36.3,4
October,Home ,Vaginal,Cephalic,1,29.67,2840.13,8.53,37.53,25.11,15
October,Home ,Vaginal,Cephalic,1,31.58,3227.5,8,38.17,25.56,12
October,Home ,Vaginal,Other,0,34,1134,0,24,23.9,1
October,Home ,Csection,Cephalic,1,27,3715.33,12.2,38.33,27.77,6
October,Home ,Csection,Other,1,30,2722,6,40,22.6,1
October,Home ,Csection,Cephalic,1,27,3265.33,5,38.33,23.7,3
October,Home ,Vaginal,Cephalic,1,39,3330,0,38,39,1
October,Home ,Vaginal,Cephalic,1,28,2636,0.5,38,19.5,2
October,Home ,Vaginal,Cephalic,0,34,2892,0,32,28.9,1
October,Home ,Vaginal,Cephalic,0,37,4000,10,41,27.4,1
October,Home ,Vaginal,Cephalic,0,23,3827,5,38,22.1,1
October,Home ,Vaginal,Cephalic,1,28,3629,11,41,24.9,1
October,Home ,Vaginal,Cephalic,1,30.75,2972.75,10.5,37,27.25,4
October,Home ,Vaginal,Cephalic,1,35.14,3456,11,40.29,23.26,7
October,Home ,Vaginal,Cephalic,1,31.36,3519.27,11.49,39.84,23.44,45
October,Home ,Vaginal,Cephalic,1,31.76,3530.18,11.09,39.42,24.02,270
October,Home ,Vaginal,Cephalic,1,32.08,3541.87,11.33,39.73,23.52,357
October,Home ,Vaginal,Breech,1,32,2608,11,36,23.3,1
October,Home ,Vaginal,Breech,1,35,3543.5,9,38,22.35,2
October,Home ,Vaginal,Breech,1,32,2835,9,39,22.5,1
October,Home ,Vaginal,Cephalic,1,31,4252.5,14,41,28.15,2
October,Home ,Vaginal,Cephalic,1,34.88,3743.5,8.75,39.88,25.19,8
October,Home ,Vaginal,Cephalic,1,32.88,3623.5,10.88,39.88,25.74,8
October,Home ,Vaginal,Breech,1,41,3033,10,40,24.2,1
October,Home ,Csection,Cephalic,1,34,3742,19,40,26.3,1
October,Home ,Csection,Breech,1,32,4337,16,41,25.8,1
October,Home ,Csection,Cephalic,1,32,3626,1,41,23.4,1
October,Hospital,Vaginal,Cephalic,1,26.75,3455,11.25,38.5,25.35,4
October,Hospital,Vaginal,Cephalic,1,30.69,3302.53,8.94,38.73,23.52,16
October,Hospital,Vaginal,Cephalic,1,28.76,3459.76,9.67,39.47,24.47,66
October,Hospital,Vaginal,Cephalic,1,30.16,3545.78,8.68,39.65,25.99,37
October,Hospital,Vaginal,Breech,1,27,3629,4,41,28.5,1
October,Hospital,Vaginal,Breech,1,36,3771,4,38,21,1
October,Hospital,Vaginal,Cephalic,1,39,4678,10,41,28.3,1
October,Hospital,Vaginal,Cephalic,1,32,4763,8,41,29.3,1
October,Hospital,Vaginal,Cephalic,1,30.57,3420.29,9.43,39.14,28.46,7
October,Hospital,Vaginal,Cephalic,1,22,3884,11,40,31,1
October,Hospital,Csection,Cephalic,1,26,3080,14,39,26.6,1
October,Hospital,Csection,Cephalic,1,27,4848,8,39,35.2,1
October,Hospital,Vaginal,Cephalic,1,27.5,3315,7,38.5,25.25,2
October,Other,Vaginal,Cephalic,0,30.33,2770.5,6.5,37,23.08,6
October,Other,Vaginal,Cephalic,0,30,1351.33,3.33,28,30.77,3
October,Other,Vaginal,Cephalic,0,43,800,6,25,30.4,1
October,Other,Vaginal,Cephalic,0,36,1729,11,32,27.4,1
October,Other,Vaginal,Cephalic,0,34,3785,9,41,19.4,1
October,Other,Vaginal,Cephalic,1,30,3025,11.57,37.86,29.03,7
October,Other,Vaginal,Cephalic,1,27.5,2940.5,6.8,37.67,31.28,6
October,Other,Vaginal,Cephalic,1,29.5,2645.75,8.25,37.62,24.51,8
October,Other,Vaginal,Cephalic,1,28.09,3271.09,7.56,39,26.06,46
October,Other,Vaginal,Cephalic,1,29.45,3286.35,8.51,38.74,25.21,281
October,Other,Vaginal,Cephalic,1,28.7,3423.85,7.24,39.15,24.99,170
October,Other,Vaginal,Breech,1,25.5,2585.5,7.5,38,22.7,2
October,Other,Vaginal,Breech,1,28,1913.33,7.33,33,22.53,3
October,Other,Vaginal,Other,0,31,3206,10,38,25.4,1
October,Other,Vaginal,Other,1,33,3232,11,38,28.7,1
October,Other,Vaginal,Cephalic,0,35,2030,6,36,19.1,1
October,Other,Vaginal,Cephalic,0,28,1710,6,29,38.9,1
October,Other,Vaginal,Cephalic,1,28.5,2619.5,0,38.5,38.7,2
October,Other,Vaginal,Cephalic,1,34.62,3631.31,8.92,39.38,29.9,13
October,Other,Vaginal,Cephalic,1,31.6,3351.5,4.1,38.3,25.95,10
October,Other,Vaginal,Breech,0,24,490,4,23,30.2,1
October,Other,Csection,Cephalic,1,20,2425,12,36,22.5,1
October,Other,Csection,Cephalic,1,28.5,2917.5,12.5,36,22.05,2
October,Other,Csection,Breech,0,39,800,0,25,,1
October,Other,Csection,Breech,1,34,1916,15,31,24.6,1
October,Other,Csection,Cephalic,1,25,3385,35,39,30,1
October,Other,Vaginal,Cephalic,1,30.5,2859,0,36,16.4,2
November,Hospital,Vaginal,Cephalic,0,28.16,1398.29,6.75,26.83,28.81,838
November,Hospital,Vaginal,Cephalic,0,27.79,2318.24,9.07,32.54,27.82,630
November,Hospital,Vaginal,Cephalic,0,27.48,2713.42,10.31,35.49,27.23,616
November,Hospital,Vaginal,Cephalic,0,27.87,2858.65,10.57,36.37,27.33,862
November,Hospital,Vaginal,Cephalic,1,27.64,2980.18,10.74,37.02,27.44,1649
November,Hospital,Vaginal,Cephalic,1,27.76,3045.77,10.87,37.35,27.31,3172
November,Hospital,Vaginal,Cephalic,1,27.79,3097.54,10.92,37.6,27,8685
November,Hospital,Vaginal,Cephalic,1,27.92,3241.97,11.11,38.36,26.72,53362
November,Hospital,Vaginal,Cephalic,1,28.32,3301.97,11.34,38.79,26.26,516447
November,Hospital,Vaginal,Cephalic,1,27.73,3305.17,11.3,38.81,26.2,11028
November,Hospital,Vaginal,Breech,0,26.9,512.54,4.77,21.69,28.48,29
November,Hospital,Vaginal,Breech,0,27.58,573.65,5,22.06,28.68,235
November,Hospital,Vaginal,Breech,0,28.01,814.93,5.33,24.25,30.99,94
November,Hospital,Vaginal,Breech,0,28.56,1250.76,5.2,27.03,27.04,41
November,Hospital,Vaginal,Breech,0,27.9,1392.61,7.03,28.63,27.24,31
November,Hospital,Vaginal,Breech,1,27.95,1362.59,6.55,28.15,26.39,41
November,Hospital,Vaginal,Breech,1,29.79,1754.25,7.76,31.3,27.75,61
November,Hospital,Vaginal,Breech,1,29.66,2016.83,8.96,32.98,25.64,128
November,Hospital,Vaginal,Breech,1,29.5,2549.13,10.6,35.65,27.02,301
November,Hospital,Vaginal,Breech,1,29.24,2923.42,10.97,37.51,26.48,1206
November,Hospital,Vaginal,Breech,1,28.19,3138.75,10.5,37.69,24.28,16
November,Hospital,Vaginal,Other,0,28,1408.75,6.67,26.5,29.2,4
November,Hospital,Vaginal,Other,0,26.12,1058.57,4.74,24.35,28.09,34
November,Hospital,Vaginal,Other,0,26.06,2440.94,10.36,33.88,29.85,16
November,Hospital,Vaginal,Other,0,27.7,2071.7,9.14,31.8,26.87,10
November,Hospital,Vaginal,Other,0,29.44,2091.12,12.14,31.56,33.32,9
November,Hospital,Vaginal,Other,1,25.91,2796.78,9.47,35.97,27.79,32
November,Hospital,Vaginal,Other,1,26,2856.26,10.16,36.38,27.36,34
November,Hospital,Vaginal,Other,1,27.76,2974.39,10.05,37.2,27.64,90
November,Hospital,Vaginal,Other,1,27.19,3196.66,11.3,38.23,27.14,479
November,Hospital,Vaginal,Other,1,28,3290.25,11.11,38.79,26.15,3007
November,Hospital,Vaginal,Other,1,27.67,3285.43,9.54,38.65,26.13,49
November,Hospital,Vaginal,Cephalic,0,30.6,634.5,7.2,22,28.22,5
November,Hospital,Vaginal,Cephalic,0,31.02,1066.81,6,25.46,26.78,60
November,Hospital,Vaginal,Cephalic,0,30,1908.18,7.11,29.52,31.43,30
November,Hospital,Vaginal,Cephalic,0,29.59,1945.55,7.65,30.59,27.61,34
November,Hospital,Vaginal,Cephalic,0,29.73,2203.1,8.24,32.95,27.34,40
November,Hospital,Vaginal,Cephalic,1,30.66,2599.61,9.6,35.09,27.63,67
November,Hospital,Vaginal,Cephalic,1,30.67,2836.6,10.46,36.23,27.57,121
November,Hospital,Vaginal,Cephalic,1,30.87,3001.91,10.09,36.84,28.06,302
November,Hospital,Vaginal,Cephalic,1,30.6,3183.16,10.43,37.92,27.31,1734
