"Notes"	"State"	"State Code"	"County"	"County Code"	"Mother's Single Race"	"Mother's Single Race Code"	"Year of Death"	"Year of Death Code"	"Gender"	"Gender Code"	Deaths	Births	Death Rate
	"Wisconsin"	"55"	"Unidentified Counties, WI"	"55999"	"Black or African American"	"2054-5"	"2017"	"2017"	"Male"	"M"	15	818	18.34 (Unreliable)
	"Wisconsin"	"55"	"Unidentified Counties, WI"	"55999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	75	18073	4.15
	"Wisconsin"	"55"	"Unidentified Counties, WI"	"55999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	100	19112	5.23
	"Wyoming"	"56"	"Unidentified Counties, WY"	"56999"	"White"	"2106-3"	"2017"	"2017"	"Female"	"F"	12	3095	3.88 (Unreliable)
	"Wyoming"	"56"	"Unidentified Counties, WY"	"56999"	"White"	"2106-3"	"2017"	"2017"	"Male"	"M"	17	3211	5.29 (Unreliable)
"---"
"Dataset: Linked Birth / Infant Death Records, 2007-2017"
"Query Parameters:"
"Year of Death: 2017"
"Group By: State; County; Mother's Single Race; Year of Death; Gender"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/lbd.html for more information."
"---"
"Query Date: Oct 6, 2019 11:57:14 AM"
"---"
"Suggested Citation: United States Department of Health and Human Services (US DHHS), Centers of Disease Control and Prevention"
"(CDC), National Center for Health Statistics (NCHS), Division of Vital Statistics (DVS). Linked Birth / Infant Death Records"
"2007-2017, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program, on CDC WONDER On-line Database. Accessed at http://wonder.cdc.gov/lbd-current.html on Oct 6, 2019 11:57:14 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows."
"3. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. 'Suppressed' appears instead of death, birth, and rate values when the death value represents 0-9 sub-national events. This"
"is because the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/lbd.html#Assurance of Confidentiality."
"2. 'Unreliable' appears for rates when there are fewer than 20 deaths in the numerator. This is because the figure does not meet"
"the NCHS standard of reliability or precision. More information: http://wonder.cdc.gov/wonder/help/lbd.html#Unreliable."
"3. 'Missing County' appears when county data is not available for a certain year. This occurs because the county did not meet"
"minimum population standards and thus the data for the county was recoded to the ""Unidentified Counties"" category for the"
"state of the county. More information: http://wonder.cdc.gov/wonder/help/lbd.html#Missing."
"4. Infant deaths are weighted so numbers may not exactly add to totals due to rounding. More information:"
"http://wonder.cdc.gov/wonder/help/lbd.html#WeightFactors-Totals."
"5. Note that there may be slight differences in the number of infant deaths when comparing the Linked Birth / Death Records to"
"the other vital statistics. More information: http://wonder.cdc.gov/wonder/help/lbd.html#Weight Factors."
"6. County-level data are shown only for counties with populations of 250,000 persons or more. Data for all counties with fewer"
"than 250,000 persons within a state are combined together under the label ""Unidentified Counties."""
"7. Single Race categories are not available for births before year 2017. Maternal single race data for years before 2017 are"
"recoded to the Single Race category ""Not Available"". More information:"
"http://wonder.cdc.gov/wonder/help/lbd.html#About-Single-Race."
"8. Dade county, Florida (FIPS code 12025) was renamed Miami-Dade County (FIPS code 12086) effective November 13, 1997. The area"
"is coded to Miami-Dade (12086) after 2002 and Dade (12025) for earlier years in other linked-birth datasets."
"9. The independent city of Baltimore, Maryland (FIPS code 24510) is reported separately from Baltimore county (FIPS code 24005)."
"10. The independent city of St. Louis, Missouri (FIPS code 29510) is reported separately from St. Louis county (FIPS code"
"29189)."
"11. Bronx, New York (FIPS code 36005) represents Bronx Borough, New York City."
"12. Kings county, New York (FIPS code 36047) represents Brooklyn Borough, New York City."
"13. New York county, New York (FIPS code 36061) represents Manhattan Borough, New York City."
"14. Queens, New York (FIPS code 36081) represents Queens Borough, New York City."
"15. Richmond county, New York (FIPS code 36085) represents Staten Island Borough, New York City."
"16. As a result of population changes the following counties do not have data available for all years.<br/> Before 2014 the data"
"for the following counties was recoded to the ""Unidentified Counties"" category within the state of the county because they did"
"not meet minimum population standards. Pinal County, AZ (04021); Marin County, CA (06041); Merced County, CA (06047); Placer"
"County, CA (06061); San Luis Obispo County, CA (06079); Douglas County, CO (08035); Weld County, CO (08123); Lake County, FL"
"(12069); Leon County, FL (12073); Osceola County, FL (12097); St. Lucie County, FL (12111); Chatham County, GA (13051); Clayton"
"County, GA (13063); Hamilton County, IN (18057); Howard County, MD (24027); Kalamazoo County, MI (26077); Ottawa County, MI"
"(26139); Greene County, MO (29077); Durham County, NC (37063); Cleveland County, OK (40027); Horry County, SC (45051); Lexington"
"County, SC (45063); Rutherford County, TN (47149); Bell County, TX (48027); Brazoria County, TX (48039); Lubbock County, TX"
"(48303); Webb County, TX (48479); Williamson County, TX (48491); Davis County, UT (49011); Loudoun County, VA (51107); Kitsap"
"County, WA (53035); Thurston County, WA (53067). <br/> After 2013 the data for the following counties was recoded to the"
"""Unidentified Counties"" category within the state of the county because they did not meet minimum population standards. Hinds"
"County, MS (28049); Mahoning County, OH (39099)."
