Month_code,Month,Birthplace_code,Birthplace,Delivery_method_code,Delivery_method,Fetal_presentation_code,Fetal_presentation,Five_min_APGAR_score_code,Five_min_APGAR_score,Average_Age_Mother_years,Average_Birth_Weight_grams,Average_Interval_Since_Last_Live_Birth_months,Average_LMP_Gestational_Age_weeks,Average_Prenatal_Visits,Average_OE_Gestational_Age_weeks,Average_Pre-pregnancy_BMI,Births
9,September,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,0,0,30,3090,23,40,11,38,29.9,1
9,September,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,5,5,24,3289,Not Applicable,40,6,40,21.5,1
9,September,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,7,7,30,3487,Not Applicable,40,8,39,21,1
9,September,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,8,8,32,3256,28,37.5,14.5,38,21.55,2
9,September,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,9,9,31,3095.67,53,38.67,14.33,39,24.43,3
9,September,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,10,10,29.17,3383.17,20.4,40.17,3.67,39.17,27.37,6
9,September,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,99,Unknown or Not Stated,30.83,2946.08,50.4,37.58,3.64,38.17,26.38,12
9,September,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,0,0,21,,12,18,9,18,18.1,1
9,September,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,5,5,36.5,3586.5,36,40.5,2,40.5,28.9,2
9,September,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,6,6,33,3856,34,40,3,41,33.7,1
9,September,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,7,7,27.71,3354.83,15.75,38.86,3.86,39.29,21.65,7
9,September,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,8,8,28.67,3349.33,12,38.67,5,38.33,28.65,3
9,September,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,9,9,29.5,3357.5,27.43,39.75,7.43,39.62,29.45,8
9,September,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,10,10,30.08,3591.42,33.78,38.83,8.45,39.25,25.48,12
9,September,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,99,Unknown or Not Stated,31.34,3195.14,42.54,38.83,9.14,38.56,23.21,91
9,September,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,1,1,21.5,1405,14,31.5,6,32,25.45,2
9,September,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,2,2,28,4508,28,42,15,41,22.3,1
9,September,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,3,3,32,4961,34,40,13,40,26.3,1
9,September,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,5,5,33.33,3449.33,22,40,4.67,40,27.03,3
9,September,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,6,6,35,3580,26,40,7,40,32.1,1
9,September,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,7,7,31.86,3616.14,27.67,40.14,11.43,39.71,24.81,7
9,September,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,8,8,32.69,3504.38,36.33,39.08,9.23,39.54,24.41,13
9,September,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,9,9,32.77,3572.32,37.82,39.69,9.84,39.44,25.52,79
9,September,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,10,10,32.6,3557.98,37.43,39.82,9.18,39.74,27.06,62
9,September,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,99,Unknown or Not Stated,32.55,2986.97,41.9,36.55,6.09,36.52,26.42,33
9,September,2,Not in Hospital,2,Vaginal after previous c-section,2,Breech,10,10,32,3772,27,42,12,41,25.1,1
9,September,2,Not in Hospital,2,Vaginal after previous c-section,3,Other,99,Unknown or Not Stated,41,227,93,21,8,18,37.7,1
9,September,2,Not in Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,99,Unknown or Not Stated,35.67,1731,25.33,31,3,31,26.75,3
9,September,2,Not in Hospital,3,Primary C-section,1,Cephalic,7,7,22,3980,Not Applicable,42,0,42,24.3,1
9,September,2,Not in Hospital,3,Primary C-section,1,Cephalic,8,8,28,2750,67,38,11,38,24,1
9,September,2,Not in Hospital,3,Primary C-section,1,Cephalic,9,9,25.8,3602.6,38.5,38.6,11.25,38.2,31.58,5
9,September,2,Not in Hospital,3,Primary C-section,1,Cephalic,10,10,36,3572,17,41,3,41,25.7,1
9,September,2,Not in Hospital,3,Primary C-section,2,Breech,5,5,30,2300,Not Applicable,37,3,37,27.5,1
9,September,2,Not in Hospital,3,Primary C-section,3,Other,9,9,30,3430,37,44,14,41,22.7,1
9,September,2,Not in Hospital,4,Repeat C-section,1,Cephalic,7,7,28,2720,21,34,24,34,33.8,1
9,September,2,Not in Hospital,4,Repeat C-section,1,Cephalic,9,9,34,3266.67,16,39,11.33,39.33,36.5,3
9,September,2,Not in Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,9,9,24.67,2854,39,39,6.67,38.67,21.3,3
9,September,2,Not in Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,10,10,29.5,3614.5,66.5,39,1.5,40,26.6,2
9,September,2,Not in Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,99,Unknown or Not Stated,29.5,3447.75,81.67,36.75,4.33,36.75,25.65,4
9,September,2,Not in Hospital,5,Vaginal (unknown if previous c-section),9,Unknown or Not Stated,7,7,21,3374,12,34,2,40,,1
9,September,2,Not in Hospital,5,Vaginal (unknown if previous c-section),9,Unknown or Not Stated,99,Unknown or Not Stated,26.57,2647.83,38,38.57,0.6,38.71,26.04,7
9,September,2,Not in Hospital,9,Unknown or Not Stated,1,Cephalic,6,6,31,3232,15,38,2,39,39.5,1
9,September,2,Not in Hospital,9,Unknown or Not Stated,1,Cephalic,8,8,22,2466,10,39,4,39,28.3,1
9,September,2,Not in Hospital,9,Unknown or Not Stated,1,Cephalic,9,9,33.25,3808.25,69.75,38.25,9.75,39.5,22.23,4
9,September,2,Not in Hospital,9,Unknown or Not Stated,1,Cephalic,10,10,36,3700,Not Applicable,40,11,40,28.45,2
9,September,2,Not in Hospital,9,Unknown or Not Stated,1,Cephalic,99,Unknown or Not Stated,36.5,3749.25,41,38.75,3.75,39,24.8,4
9,September,2,Not in Hospital,9,Unknown or Not Stated,3,Other,10,10,25,3190,Not Applicable,40,8,40,43.2,1
9,September,2,Not in Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,7,7,33,3628,20,41,3,41,24.1,1
9,September,2,Not in Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,8,8,30,3912,13,36,1,37,32.6,1
9,September,2,Not in Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,9,9,30,3685.25,Not Applicable,39.75,7,39.75,23.7,4
9,September,2,Not in Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,10,10,33,4082,34,41,0,41,22.1,1
9,September,2,Not in Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,99,Unknown or Not Stated,28.33,3732,21.75,39.33,1.14,39.5,24.67,43
9,September,3,Unknown or Not Stated,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,5,5,26,2325,Not Applicable,33,,33,29.3,1
9,September,3,Unknown or Not Stated,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,7,7,24,2630,Not Applicable,34,,34,,1
9,September,3,Unknown or Not Stated,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,8,8,30,3544,12,39,10,39,32.6,1
9,September,3,Unknown or Not Stated,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,9,9,27.75,3449,31.67,39.75,11.5,39.5,22.2,4
9,September,3,Unknown or Not Stated,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,10,10,35.8,3549.6,48.25,40,9.4,40,26.1,5
9,September,3,Unknown or Not Stated,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,99,Unknown or Not Stated,29.2,2383.75,57.33,35,6.75,34.25,22.45,5
9,September,3,Unknown or Not Stated,2,Vaginal after previous c-section,1,Cephalic,9,9,35,2465,10,35,2,36,21.4,1
9,September,3,Unknown or Not Stated,5,Vaginal (unknown if previous c-section),1,Cephalic,99,Unknown or Not Stated,26,2523,Not Applicable,,,,,2
9,September,3,Unknown or Not Stated,9,Unknown or Not Stated,9,Unknown or Not Stated,99,Unknown or Not Stated,32,,Not Applicable,,,,,1
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,0,0,29.87,2382.07,68.39,31.98,8.44,31.68,29.43,46
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,1,1,28.38,1401.96,51.06,26.9,6.85,26.67,28.41,270
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,2,2,27.69,2261.95,44.58,33.13,8.93,33.03,27.83,203
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,3,3,27.36,2533.05,57.15,34.78,9.25,34.25,27.5,177
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,4,4,28.11,2813.02,50.47,36.63,10.26,36.32,27.39,262
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,5,5,27.93,2969.42,54.34,37.17,10.71,37.02,27.56,565
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,6,6,27.99,3051.05,52.93,37.61,10.96,37.39,27.47,1097
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,7,7,27.96,3101.46,53.32,37.91,11.02,37.69,27.23,3028
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,8,8,28.09,3238.77,50.15,38.49,11.18,38.34,26.89,18532
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,9,9,28.49,3299.54,49.13,38.91,11.37,38.78,26.39,179385
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,10,10,27.98,3299.01,45.4,38.87,11.36,38.77,26.47,3559
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,99,Unknown or Not Stated,27.93,3013.6,46.58,37.35,10.2,37.13,26.97,374
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,0,0,28,362.75,105,22,3.67,21,30.1,4
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,1,1,28.7,618.9,55.78,23.43,5.66,22.81,28.97,77
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,2,2,29.88,734.13,39.33,24.67,6.05,23.67,28.15,24
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,3,3,27.68,910.79,35.45,26.16,6.94,25.53,29.28,19
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,4,4,27.86,1429.64,52.67,29.21,5.82,28.79,26.04,14
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,5,5,27.41,1614.25,24,31,8.62,29.71,31.26,17
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,6,6,29.24,1913.18,65.86,32.71,10.5,32.41,24.55,17
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,7,7,28.89,2009.19,42.08,33.11,8.24,33.06,27.93,36
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,8,8,28.74,2593.46,39.62,36.2,10.99,35.75,26.86,87
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,9,9,29.49,2922.93,50.75,37.69,11.14,37.66,26.61,382
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,10,10,27,3217.5,48,37,9.5,37,24.85,2
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,99,Unknown or Not Stated,28.06,810.5,32.4,24.25,6.24,23.31,29.09,17
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,0,0,17,450,Not Applicable,22,,22,,1
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,1,1,27,905.57,16.5,23.11,4.1,22.11,28.47,10
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,2,2,31.33,3118.5,47,34,8.33,34.67,22.93,3
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,3,3,30.67,479.67,48,24.33,4.67,21.67,23.97,3
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,4,4,32.2,2553.2,19,37.6,8,36.8,33.96,5
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,5,5,36.75,2794.75,81.33,35.75,10.25,35.75,29,4
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,6,6,30.11,2832.44,91.4,35.22,9,35.22,29.5,9
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,7,7,28.41,3094.83,53.33,37.79,10.52,36.86,27.97,29
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,8,8,28.29,3273.28,52.86,38.58,10.56,38.35,26.86,158
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,9,9,28.4,3279.67,49.07,38.89,10.85,38.76,26.2,1005
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,10,10,27.33,3412.83,35.67,39,11.39,38.67,24.14,18
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,99,Unknown or Not Stated,29.56,1743.22,57,29.67,7.33,30,32.78,9
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,1,1,34,1375,109,34,14,32,40,1
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,3,3,29.5,1941,57,23,1.75,23.75,30.93,4
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,5,5,35,709,Not Applicable,25,6,25,22.6,1
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,6,6,35,2312,26,34,13,34,32.45,2
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,7,7,24.33,2663.67,Not Applicable,37.67,5.5,38,35.4,3
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,8,8,29.86,3240.34,62.53,38.69,10.73,38.34,25.18,35
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,9,9,28.63,3306.55,45.46,38.72,11.73,38.72,27.08,188
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,10,10,29.5,2616,Not Applicable,36.5,9,37,21.5,2
10,October,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,99,Unknown or Not Stated,26.3,1911.5,23.2,30.38,5.14,29.88,25.12,10
10,October,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,0,0,32.5,456,61,22,2.25,21.5,23.1,4
10,October,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,1,1,29.62,862.05,58.05,24.75,4.57,23.62,27.14,24
10,October,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,2,2,30.08,2035.45,72.58,29.92,7,29.33,31.91,12
10,October,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,3,3,31.9,1606,77.3,29,9.86,29,31.59,10
10,October,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,4,4,30.3,2061.3,40.1,32.22,6.89,32.56,28.49,10
10,October,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,5,5,29.7,2723.65,44.8,35.2,9.94,35.65,28.08,20
10,October,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,6,6,31.64,3094.84,47.61,36.98,11.49,36.84,29.53,45
10,October,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,7,7,30.85,2972.53,49.56,36.55,10.1,36.73,27.83,85
10,October,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,8,8,30.71,3175.63,48.23,37.97,10.39,37.83,27.9,542
10,October,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,9,9,30.85,3311.1,46.23,38.74,10.84,38.65,27.16,5426
10,October,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,10,10,30.19,3346.3,44.24,39.01,10.17,38.87,28.08,91
10,October,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,99,Unknown or Not Stated,31.23,2664.67,44.64,33.85,9.5,33.38,24.86,13
10,October,1,In Hospital,2,Vaginal after previous c-section,2,Breech,0,0,29,410.5,35.5,21,4,21,27.5,2
10,October,1,In Hospital,2,Vaginal after previous c-section,2,Breech,1,1,31.86,373,62.83,19.71,4.14,19.71,29.44,7
10,October,1,In Hospital,2,Vaginal after previous c-section,2,Breech,3,3,34,490,18,23,3,22,23,1
10,October,1,In Hospital,2,Vaginal after previous c-section,2,Breech,4,4,24,737,14,23,0,24,25.1,1
10,October,1,In Hospital,2,Vaginal after previous c-section,2,Breech,6,6,23,1956,15,35,10,35,39.9,1
10,October,1,In Hospital,2,Vaginal after previous c-section,2,Breech,7,7,27.33,1416.33,38.33,28,3.33,28.33,31,3
10,October,1,In Hospital,2,Vaginal after previous c-section,2,Breech,8,8,31.62,2412.12,29.33,35.12,6.38,35,31,8
10,October,1,In Hospital,2,Vaginal after previous c-section,2,Breech,9,9,30,2677.96,43.08,36.5,9.1,36.55,29.18,23
10,October,1,In Hospital,2,Vaginal after previous c-section,2,Breech,99,Unknown or Not Stated,33,600,72,24,2,23,28.9,1
10,October,1,In Hospital,2,Vaginal after previous c-section,3,Other,7,7,33.5,3531.5,61,37.5,11,37.5,28.9,2
10,October,1,In Hospital,2,Vaginal after previous c-section,3,Other,8,8,32.17,3448.33,71.5,38.5,10.4,38.33,25.6,6
10,October,1,In Hospital,2,Vaginal after previous c-section,3,Other,9,9,31.72,3372.14,48.74,38.26,10.68,38.74,26.87,43
10,October,1,In Hospital,2,Vaginal after previous c-section,3,Other,10,10,33,3317,57,39,27,39,20.4,1
10,October,1,In Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,3,3,27,3185,Not Applicable,42,7,39,40.5,1
10,October,1,In Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,9,9,32.67,3591.17,23.67,38.83,12.6,39.17,26.8,6
10,October,1,In Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,99,Unknown or Not Stated,28,2510,44,38,0,38,23.9,1
10,October,1,In Hospital,3,Primary C-section,1,Cephalic,0,0,28.48,2692.32,60.84,35.52,9.31,35.55,28.52,42
10,October,1,In Hospital,3,Primary C-section,1,Cephalic,1,1,28.76,2300.45,58.77,34.13,9.53,33.69,28.12,149
10,October,1,In Hospital,3,Primary C-section,1,Cephalic,2,2,26.56,2612.73,45.11,35.63,10.26,35.51,29.76,133
10,October,1,In Hospital,3,Primary C-section,1,Cephalic,3,3,28.83,2523.4,65.29,35.17,10.15,35.16,28.65,158
10,October,1,In Hospital,3,Primary C-section,1,Cephalic,4,4,28.62,2710.15,64.13,36.44,10.79,36.11,29.08,253
10,October,1,In Hospital,3,Primary C-section,1,Cephalic,5,5,28.28,2527.48,71.66,35.37,10.26,35.03,29.2,395
10,October,1,In Hospital,3,Primary C-section,1,Cephalic,6,6,28.83,2619.99,69.23,35.81,10.61,35.62,29.83,709
10,October,1,In Hospital,3,Primary C-section,1,Cephalic,7,7,29.08,2744.55,61.68,36.36,10.87,36.04,29.26,1590
10,October,1,In Hospital,3,Primary C-section,1,Cephalic,8,8,29.11,3025.98,62.34,37.56,11.44,37.33,29.26,6476
10,October,1,In Hospital,3,Primary C-section,1,Cephalic,9,9,29.42,3277.23,62.32,38.63,11.84,38.47,28.61,38258
10,October,1,In Hospital,3,Primary C-section,1,Cephalic,10,10,28.29,3384.63,57.68,39.02,12.13,38.79,29.08,675
10,October,1,In Hospital,3,Primary C-section,1,Cephalic,99,Unknown or Not Stated,29.65,2648.87,56.81,36.11,12.07,35.73,27.98,111
10,October,1,In Hospital,3,Primary C-section,2,Breech,0,0,31,998.86,79.75,28.14,7.29,27.57,21.57,7
10,October,1,In Hospital,3,Primary C-section,2,Breech,1,1,26.57,1151.53,52.75,28.03,6.24,27.7,27.03,37
10,October,1,In Hospital,3,Primary C-section,2,Breech,2,2,28.02,1325.42,44.62,28.77,6.74,28.3,28.35,43
10,October,1,In Hospital,3,Primary C-section,2,Breech,3,3,29.43,1592.24,53.82,30.52,8.46,30.43,29.5,58
10,October,1,In Hospital,3,Primary C-section,2,Breech,4,4,30.06,1698.81,58.13,30.44,8.25,30.29,30.6,72
10,October,1,In Hospital,3,Primary C-section,2,Breech,5,5,28.87,1769.51,51.08,31.23,8.24,31.02,29.64,104
10,October,1,In Hospital,3,Primary C-section,2,Breech,6,6,29.09,1705.28,56.79,31.06,8.39,30.84,28.69,188
10,October,1,In Hospital,3,Primary C-section,2,Breech,7,7,30.14,2034.71,59.69,32.93,9.31,32.67,29.34,445
10,October,1,In Hospital,3,Primary C-section,2,Breech,8,8,29.85,2550.65,60.09,35.58,10.46,35.31,28.56,1534
10,October,1,In Hospital,3,Primary C-section,2,Breech,9,9,30.24,3010.83,60.16,37.74,11.63,37.54,27.13,7161
10,October,1,In Hospital,3,Primary C-section,2,Breech,10,10,29.63,3198.52,52.68,38.32,12.71,38.02,28.09,117
10,October,1,In Hospital,3,Primary C-section,2,Breech,99,Unknown or Not Stated,27.25,2541.94,53.75,35.69,11,35.62,28.81,16
10,October,1,In Hospital,3,Primary C-section,3,Other,1,1,29.08,2165.7,55,32.08,10.82,32.33,32.75,12
10,October,1,In Hospital,3,Primary C-section,3,Other,2,2,28.5,2507.5,55.75,33.75,7.5,33,28.3,4
10,October,1,In Hospital,3,Primary C-section,3,Other,3,3,26.83,1602.5,66,30.17,8.33,28.5,23.43,6
10,October,1,In Hospital,3,Primary C-section,3,Other,4,4,27.87,2022.8,40.57,32.4,8.46,32,31.49,15
10,October,1,In Hospital,3,Primary C-section,3,Other,5,5,33.27,1498.09,20.5,30.09,5.73,29.27,29.77,11
10,October,1,In Hospital,3,Primary C-section,3,Other,6,6,29.21,2319.42,41.3,33.79,10,34.12,32.87,24
10,October,1,In Hospital,3,Primary C-section,3,Other,7,7,30.3,2836.52,61.74,36.35,10.77,36.03,30.23,63
10,October,1,In Hospital,3,Primary C-section,3,Other,8,8,29.99,2677.58,55.59,36.39,11.29,36.1,29.14,220
10,October,1,In Hospital,3,Primary C-section,3,Other,9,9,30.25,3162.25,60.98,38.05,11.43,37.93,28.91,814
10,October,1,In Hospital,3,Primary C-section,3,Other,10,10,29.09,3364.36,67.3,38.68,12.24,38.77,30.15,22
10,October,1,In Hospital,3,Primary C-section,3,Other,99,Unknown or Not Stated,26,2420,42.5,35,13.4,35.2,25.73,5
10,October,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,1,1,30,1837.33,11,33,12,31,18.9,3
10,October,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,2,2,32,1588,Not Applicable,32,8,32,29.2,1
10,October,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,4,4,29,2190.33,148,33.67,13,33.67,28.87,3
10,October,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,5,5,25.5,1828.25,133,33.25,12,32,29.17,4
10,October,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,6,6,31.25,1451,140,30.25,7.25,29.5,29.97,4
10,October,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,7,7,30.5,3057.83,63.4,36.33,11.44,36.17,31.52,18
10,October,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,8,8,29.12,2914.41,86.08,37.29,12.93,37.07,29.66,41
10,October,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,9,9,29.14,3217.36,60.8,38.38,13.2,38.22,28.55,228
10,October,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,10,10,33,2948,82,39,25,39,35.4,1
10,October,1,In Hospital,3,Primary C-section,9,Unknown or Not Stated,99,Unknown or Not Stated,28.67,3238.5,99,38.17,14.6,38,40.1,6
10,October,1,In Hospital,4,Repeat C-section,1,Cephalic,0,0,32.4,2941.6,77.4,37,14.2,36.6,25.25,5
10,October,1,In Hospital,4,Repeat C-section,1,Cephalic,1,1,30.17,2249.56,46.77,33.64,9.71,33.39,30.78,36
10,October,1,In Hospital,4,Repeat C-section,1,Cephalic,2,2,31.67,2301.27,48.17,33.6,8.69,33.62,30.55,55
10,October,1,In Hospital,4,Repeat C-section,1,Cephalic,3,3,30.5,2846.84,49.91,35.48,9.78,35.45,31.69,62
10,October,1,In Hospital,4,Repeat C-section,1,Cephalic,4,4,30.79,2651.7,56.15,35.2,8.78,35.05,30.73,91
10,October,1,In Hospital,4,Repeat C-section,1,Cephalic,5,5,30.18,2682.38,52.34,35.79,9.81,35.53,31.87,136
10,October,1,In Hospital,4,Repeat C-section,1,Cephalic,6,6,31.23,2758.9,53.3,35.59,10.16,35.4,31.48,291
10,October,1,In Hospital,4,Repeat C-section,1,Cephalic,7,7,30.99,2944.6,56.18,36.43,10.55,36.26,31.35,751
10,October,1,In Hospital,4,Repeat C-section,1,Cephalic,8,8,30.91,3205.51,53.25,37.7,11.08,37.55,30.4,4580
10,October,1,In Hospital,4,Repeat C-section,1,Cephalic,9,9,31.19,3338.34,52.92,38.47,11.37,38.36,29.35,34759
10,October,1,In Hospital,4,Repeat C-section,1,Cephalic,10,10,30.73,3403.23,52.03,38.72,11.48,38.62,29.45,832
10,October,1,In Hospital,4,Repeat C-section,1,Cephalic,99,Unknown or Not Stated,31.17,3123.58,50.86,36.98,10.17,36.84,30.08,58
10,October,1,In Hospital,4,Repeat C-section,2,Breech,0,0,24,1310,76,30,20,30,28.1,1
10,October,1,In Hospital,4,Repeat C-section,2,Breech,1,1,32.5,1291.2,60.71,29,7.2,28.8,28.65,10
10,October,1,In Hospital,4,Repeat C-section,2,Breech,2,2,28.78,1516.56,56.25,29.89,5.88,30.56,32.49,9
10,October,1,In Hospital,4,Repeat C-section,2,Breech,3,3,29.25,1352.75,40.25,24.5,4,24.75,30.48,4
10,October,1,In Hospital,4,Repeat C-section,2,Breech,4,4,31.62,1610.62,66.5,30.69,7.57,30.38,31.22,26
10,October,1,In Hospital,4,Repeat C-section,2,Breech,5,5,32.92,1763.38,67.71,31.08,7.14,31.08,30.85,24
10,October,1,In Hospital,4,Repeat C-section,2,Breech,6,6,32,1888.4,62.25,31.32,9.8,31.43,30.25,65
10,October,1,In Hospital,4,Repeat C-section,2,Breech,7,7,31.41,2453.76,55.35,34.37,10.13,34.01,32.25,108
10,October,1,In Hospital,4,Repeat C-section,2,Breech,8,8,32.2,2674.05,58.48,35.47,10.58,35.22,30.91,376
10,October,1,In Hospital,4,Repeat C-section,2,Breech,9,9,32.24,3025.11,55.21,37.43,11.57,37.27,29.61,1745
10,October,1,In Hospital,4,Repeat C-section,2,Breech,10,10,33.23,3413.32,49.48,38.77,11.16,38.42,31.67,31
